10231475,HY419082,09/10/2015 10:00:00 PM,021XX N CALIFORNIA AVE,0890,THEFT,FROM BUILDING,POLICE FACILITY/VEH PARKING LOT,false,false,1414,014,35,22,06,1157345,1914452,2015,09/17/2015 11:37:18 AM,41.921021491,-87.69730355,"(41.921021491, -87.69730355)"
10232179,HY419858,09/10/2015 10:00:00 PM,024XX N JANSSEN AVE,0810,THEFT,OVER $500,RESIDENCE-GARAGE,false,false,1932,019,32,7,06,1166229,1916383,2015,09/17/2015 11:37:18 AM,41.926134817,-87.664606457,"(41.926134817, -87.664606457)"
10230879,HY418619,09/10/2015 10:00:00 PM,051XX W 63RD ST,031A,ROBBERY,ARMED: HANDGUN,CAR WASH,false,false,0813,008,13,64,03,1143264,1862333,2015,09/17/2015 11:37:18 AM,41.778274705,-87.75034091,"(41.778274705, -87.75034091)"
10230947,HY418762,09/10/2015 10:00:00 PM,029XX S LYMAN ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,0913,009,11,60,14,1169037,1885046,2015,09/17/2015 11:37:18 AM,41.840083291,-87.65519836,"(41.840083291, -87.65519836)"
10235075,HY423101,09/10/2015 10:00:00 PM,019XX E 71ST ST,4387,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,RESTAURANT,false,true,0333,003,5,43,26,1190355,1858247,2015,09/17/2015 11:37:18 AM,41.766056625,-87.577835759,"(41.766056625, -87.577835759)"
10230884,HY418625,09/10/2015 10:00:00 PM,016XX W MORSE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,2431,024,49,1,08B,1164182,1946134,2015,09/17/2015 11:37:18 AM,42.007816336,-87.671283441,"(42.007816336, -87.671283441)"
10231386,HY418882,09/10/2015 10:00:00 PM,001XX N LONG AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,1523,015,28,25,07,1140311,1900622,2015,09/17/2015 11:37:18 AM,41.883399972,-87.760230499,"(41.883399972, -87.760230499)"
10231214,HY418876,09/10/2015 10:00:00 PM,006XX W ARLINGTON PL,0820,THEFT,$500 AND UNDER,STREET,false,false,1935,019,43,7,06,1171675,1916638,2015,09/17/2015 11:37:18 AM,41.926716257,-87.644587631,"(41.926716257, -87.644587631)"
10235408,HY423634,09/10/2015 10:00:00 PM,065XX S LAFLIN ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,false,false,0725,007,17,67,18,1167463,1861297,2015,09/17/2015 11:37:18 AM,41.774947344,-87.661655362,"(41.774947344, -87.661655362)"
10230888,HY418623,09/10/2015 10:00:00 PM,121XX S WALLACE ST,0496,BATTERY,AGGRAVATED DOMESTIC BATTERY: KNIFE/CUTTING INST,RESIDENCE,false,true,0523,005,34,53,04B,1174501,1824360,2015,09/17/2015 11:37:18 AM,41.673433411,-87.636950492,"(41.673433411, -87.636950492)"
10231037,HY418642,09/10/2015 09:54:00 PM,004XX E 91ST ST,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,STREET,true,false,0633,006,6,44,15,1180762,1844738,2015,09/17/2015 11:37:18 AM,41.729212253,-87.613411359,"(41.729212253, -87.613411359)"
10230962,HY418616,09/10/2015 09:51:00 PM,055XX S HALSTED ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,0711,007,3,68,08B,1171915,1868079,2015,09/17/2015 11:37:18 AM,41.793461345,-87.645135997,"(41.793461345, -87.645135997)"
10230915,HY418608,09/10/2015 09:50:00 PM,015XX N CENTRAL AVE,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,true,false,2531,025,29,25,06,1138712,1909741,2015,09/17/2015 11:37:18 AM,41.908452786,-87.765880756,"(41.908452786, -87.765880756)"
10230869,HY418630,09/10/2015 09:45:00 PM,013XX W 98TH ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,2213,022,21,73,14,1169194,1839797,2015,09/17/2015 11:37:18 AM,41.715911101,-87.655930226,"(41.715911101, -87.655930226)"
10230896,HY418624,09/10/2015 09:42:00 PM,0000X S CALIFORNIA AVE,2024,NARCOTICS,POSS: HEROIN(WHITE),SIDEWALK,true,false,1124,011,2,27,18,1157732,1899791,2015,09/17/2015 11:37:18 AM,41.880782564,-87.696281635,"(41.880782564, -87.696281635)"
10230858,HY418601,09/10/2015 09:40:00 PM,044XX S MOZART ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,false,false,0922,009,12,58,14,1158106,1875165,2015,09/17/2015 11:37:18 AM,41.813198456,-87.695579849,"(41.813198456, -87.695579849)"
10230845,HY418606,09/10/2015 09:32:00 PM,090XX S PAULINA ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,ALLEY,true,false,2221,022,21,73,18,1166589,1844915,2015,09/17/2015 11:37:18 AM,41.73001153,-87.665325599,"(41.73001153, -87.665325599)"
10231036,HY418795,09/10/2015 09:30:00 PM,030XX W MARQUETTE RD,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE-GARAGE,false,false,0831,008,15,66,14,1157095,1860043,2015,09/17/2015 11:37:18 AM,41.771722106,-87.699697093,"(41.771722106, -87.699697093)"
10231710,HY419250,09/10/2015 09:30:00 PM,070XX W MELROSE ST,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE-GARAGE,false,false,1632,016,36,17,05,1128830,1920800,2015,09/17/2015 11:37:18 AM,41.938973738,-87.801931294,"(41.938973738, -87.801931294)"
10234448,HY422522,09/10/2015 09:30:00 PM,103XX S OGLESBY AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,RESIDENCE-GARAGE,false,true,0434,004,10,51,14,1193855,1836828,2015,09/17/2015 11:37:18 AM,41.707195937,-87.565707508,"(41.707195937, -87.565707508)"
10235053,HY418674,09/10/2015 09:24:00 PM,028XX E 79TH ST,3731,INTERFERENCE WITH PUBLIC OFFICER,OBSTRUCTING IDENTIFICATION,STREET,true,false,0421,004,7,43,24,1196696,1853140,2015,09/17/2015 11:37:18 AM,41.751887474,-87.554763668,"(41.751887474, -87.554763668)"
10230928,HY418602,09/10/2015 09:20:00 PM,060XX S PEORIA ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,0712,007,16,68,08B,1171348,1864576,2015,09/17/2015 11:37:18 AM,41.783861156,-87.647317625,"(41.783861156, -87.647317625)"
10230889,HY418633,09/10/2015 09:20:00 PM,032XX N CICERO AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,1634,016,30,15,14,1143808,1920986,2015,09/17/2015 11:37:18 AM,41.939216164,-87.746877814,"(41.939216164, -87.746877814)"
10231887,HY419397,09/10/2015 09:15:00 PM,108XX S DRAKE AVE,0820,THEFT,$500 AND UNDER,STREET,false,false,2211,022,19,74,06,1154608,1832469,2015,09/17/2015 11:37:18 AM,41.696104206,-87.709546286,"(41.696104206, -87.709546286)"
10230871,HY418604,09/10/2015 09:15:00 PM,043XX S PRAIRIE AVE,2900,WEAPONS VIOLATION,UNLAWFUL USE/SALE AIR RIFLE,STREET,true,false,0215,002,3,38,15,1178763,1876310,2015,09/17/2015 11:37:18 AM,41.815894764,-87.619774562,"(41.815894764, -87.619774562)"
10230852,HY418582,09/10/2015 09:11:00 PM,053XX N BROADWAY,0860,THEFT,RETAIL THEFT,GROCERY FOOD STORE,true,false,2023,020,48,77,06,1167347,1935654,2015,09/17/2015 11:37:18 AM,41.978991238,-87.659941972,"(41.978991238, -87.659941972)"
10230930,HY418609,09/10/2015 09:08:00 PM,101XX S BENSLEY AVE,0454,BATTERY,AGG PO HANDS NO/MIN INJURY,STREET,false,false,0431,004,10,51,08B,1194490,1838145,2015,09/17/2015 11:37:18 AM,41.710794359,-87.563339056,"(41.710794359, -87.563339056)"
10230819,HY418576,09/10/2015 09:08:00 PM,031XX W 63RD ST,2024,NARCOTICS,POSS: HEROIN(WHITE),SIDEWALK,true,false,0823,008,15,66,18,1156617,1862691,2015,09/17/2015 11:37:18 AM,41.778998263,-87.701377971,"(41.778998263, -87.701377971)"
10236472,HY424103,09/10/2015 09:00:00 PM,050XX S DREXEL BLVD,0820,THEFT,$500 AND UNDER,STREET,false,false,0222,002,4,39,06,1183168,1871743,2015,09/17/2015 11:37:18 AM,41.803261053,-87.603758561,"(41.803261053, -87.603758561)"
10230865,HY418568,09/10/2015 09:00:00 PM,041XX N MOZART ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,1724,017,33,16,08B,1156639,1927407,2015,09/17/2015 11:37:18 AM,41.956585251,-87.699545646,"(41.956585251, -87.699545646)"
10230997,HY418649,09/10/2015 09:00:00 PM,079XX S WOOD ST,0650,BURGLARY,HOME INVASION,RESIDENCE,false,false,0611,006,21,71,05,1165729,1852059,2015,09/17/2015 11:37:18 AM,41.749633994,-87.668273798,"(41.749633994, -87.668273798)"
10231246,HY418611,09/10/2015 09:00:00 PM,036XX W FRANKLIN BLVD,0281,CRIM SEXUAL ASSAULT,NON-AGGRAVATED,STREET,false,true,1122,011,27,23,02,1152204,1903093,2015,09/17/2015 11:37:18 AM,41.889954403,-87.716492966,"(41.889954403, -87.716492966)"
10232177,HY419863,09/10/2015 09:00:00 PM,008XX N LECLAIRE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,1531,015,37,25,08B,1142204,1905059,2015,09/17/2015 11:37:18 AM,41.895540733,-87.753169016,"(41.895540733, -87.753169016)"
10231817,HY419029,09/10/2015 09:00:00 PM,032XX N CENTRAL AVE,0810,THEFT,OVER $500,PARKING LOT/GARAGE(NON.RESID.),false,false,1633,016,38,15,06,1138455,1921199,2015,09/17/2015 11:37:18 AM,41.939899462,-87.766546647,"(41.939899462, -87.766546647)"
10231185,HY418792,09/10/2015 09:00:00 PM,018XX W SCHOOL ST,0820,THEFT,$500 AND UNDER,STREET,false,false,1922,019,32,5,06,1163445,1921939,2015,09/17/2015 11:37:18 AM,41.941439929,-87.674679452,"(41.941439929, -87.674679452)"
10230885,HY418589,09/10/2015 09:00:00 PM,008XX E 65TH ST,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,ALLEY,true,false,0312,003,20,42,15,1183162,1862099,2015,09/17/2015 11:37:18 AM,41.776797226,-87.604080575,"(41.776797226, -87.604080575)"
10231370,HY418961,09/10/2015 09:00:00 PM,035XX N OKETO AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,false,false,1631,016,36,17,14,1126142,1922660,2015,09/17/2015 11:37:18 AM,41.944123105,-87.811769013,"(41.944123105, -87.811769013)"
